<TICKER>	<PER>	<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<VOL>	<OPENINT>
ГАЗПРОМ ао	D	20110206	000000	213.3	213.3	213.3	213.3	0	0
ГАЗПРОМ ао	D	20110207	000000	213.9	215.2	210.75	213.6	67627892	0
ГАЗПРОМ ао	D	20110208	000000	213.2	216.65	210.28	210.4	116234066	0
ГАЗПРОМ ао	D	20110209	000000	211.5	215.45	209.69	215.15	86691286	0
ГАЗПРОМ ао	D	20110210	000000	214.02	214.87	208.01	208.22	87428526	0
ГАЗПРОМ ао	D	20110211	000000	208.27	210.3	205.22	208.5	80565740	0
ГАЗПРОМ ао	D	20110212	000000	208.5	208.5	208.5	208.5	0	0
ГАЗПРОМ ао	D	20110213	000000	208.5	208.5	208.5	208.5	0	0
ГАЗПРОМ ао	D	20110214	000000	210	211.48	203.5	203.51	72029981	0
ГАЗПРОМ ао	D	20110215	000000	203.61	205.2	199.33	199.5	84154046	0
ГАЗПРОМ ао	D	20110216	000000	200	200.9	196.07	199.4	104611444	0
ГАЗПРОМ ао	D	20110217	000000	200.52	201.13	195.22	195.45	69125103	0
ГАЗПРОМ ао	D	20110218	000000	196.3	197.27	194.12	195.5	67950711	0
ГАЗПРОМ ао	D	20110219	000000	195.5	195.5	195.5	195.5	0	0
ГАЗПРОМ ао	D	20110220	000000	195.5	195.5	195.5	195.5	0	0
ГАЗПРОМ ао	D	20110221	000000	196.31	199.36	194.85	198.92	54765044	0
ГАЗПРОМ ао	D	20110222	000000	197.5	198.45	195.52	197.8	56502029	0
ГАЗПРОМ ао	D	20110223	000000	197.8	197.8	197.8	197.8	0	0
ГАЗПРОМ ао	D	20110224	000000	199.78	209.3	199.27	208.05	147528462	0
ГАЗПРОМ ао	D	20110225	000000	208.9	211.25	205.11	209.3	92143808	0
ГАЗПРОМ ао	D	20110226	000000	209.3	209.3	209.3	209.3	0	0
ГАЗПРОМ ао	D	20110227	000000	209.3	209.3	209.3	209.3	0	0
ГАЗПРОМ ао	D	20110228	000000	210.3	212.75	207.25	210.71	67936202	0
ГАЗПРОМ ао	D	20110301	000000	212.19	214.9	208.25	209.48	99638410	0
ГАЗПРОМ ао	D	20110302	000000	208.3	212.15	207.88	212	65771720	0
ГАЗПРОМ ао	D	20110303	000000	212.6	215.3	212.6	213.54	84712820	0
ГАЗПРОМ ао	D	20110304	000000	214.21	214.88	212.12	212.9	49150070	0
ГАЗПРОМ ао	D	20110305	000000	213.02	214.39	212.8	214.12	17920380	0
ГАЗПРОМ ао	D	20110306	000000	214.12	214.12	214.12	214.12	0	0
ГАЗПРОМ ао	D	20110307	000000	214.12	214.12	214.12	214.12	0	0
ГАЗПРОМ ао	D	20110308	000000	214.12	214.12	214.12	214.12	0	0
ГАЗПРОМ ао	D	20110309	000000	214.4	216.12	212.06	214.77	56954130	0
ГАЗПРОМ ао	D	20110310	000000	213.53	214.44	207.67	207.95	66854730	0
ГАЗПРОМ ао	D	20110311	000000	205.99	209.88	204	209.1	77403240	0
ГАЗПРОМ ао	D	20110312	000000	209.1	209.1	209.1	209.1	0	0
ГАЗПРОМ ао	D	20110313	000000	209.1	209.1	209.1	209.1	0	0
ГАЗПРОМ ао	D	20110314	000000	208.01	217.28	207.91	216.25	134360780	0
ГАЗПРОМ ао	D	20110315	000000	213	217.65	210.28	217.5	159227600	0
ГАЗПРОМ ао	D	20110316	000000	219.33	224.15	218.52	221.81	165995550	0
ГАЗПРОМ ао	D	20110317	000000	221.62	225.84	221.45	224.91	109982610	0
ГАЗПРОМ ао	D	20110318	000000	226.5	226.89	221.65	224.1	76678330	0
ГАЗПРОМ ао	D	20110319	000000	224.1	224.1	224.1	224.1	0	0
ГАЗПРОМ ао	D	20110320	000000	224.1	224.1	224.1	224.1	0	0
ГАЗПРОМ ао	D	20110321	000000	225.02	226.15	221.75	222.36	54748030	0
ГАЗПРОМ ао	D	20110322	000000	222.67	223.35	219.53	220.32	53528710	0
ГАЗПРОМ ао	D	20110323	000000	219.62	223.7	219.2	223.5	61435640	0
ГАЗПРОМ ао	D	20110324	000000	223.93	225.1	221.35	224.3	84815300	0
ГАЗПРОМ ао	D	20110325	000000	224.89	225.19	222.36	222.81	55020360	0
ГАЗПРОМ ао	D	20110326	000000	222.81	222.81	222.81	222.81	0	0
ГАЗПРОМ ао	D	20110327	000000	222.81	222.81	222.81	222.81	0	0
ГАЗПРОМ ао	D	20110328	000000	223.02	225.72	222.89	225.5	54293340	0
ГАЗПРОМ ао	D	20110329	000000	226	226.17	222.51	224.01	59901440	0
ГАЗПРОМ ао	D	20110330	000000	225.52	229.5	225.37	229.32	79970280	0
ГАЗПРОМ ао	D	20110331	000000	229.39	230.44	228.3	229.09	70164950	0
ГАЗПРОМ ао	D	20110401	000000	229.1	235.4	228.06	235.1	77630490	0
ГАЗПРОМ ао	D	20110402	000000	235.1	235.1	235.1	235.1	0	0
ГАЗПРОМ ао	D	20110403	000000	235.1	235.1	235.1	235.1	0	0
ГАЗПРОМ ао	D	20110404	000000	236	240.75	235.17	237.7	101836120	0
ГАЗПРОМ ао	D	20110405	000000	238.48	239.3	235.55	238.72	71075920	0
ГАЗПРОМ ао	D	20110406	000000	239.03	241.95	237.01	239.4	70894430	0
ГАЗПРОМ ао	D	20110407	000000	238.3	240.23	236.54	238	63506670	0
